cell_type	cancer_type	taxa	rho	rho_p	tau	tau_p	rho_padj	tau_padj	r.sqr	r.sqr.adj	pval	padj	ci.lower	ci.upper	sigma	sigma.flag	stabsel_prob	stabsel_pass
Other	HNSC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	-0.353386059	1.20E-16	-0.246187756	5.86E-17	9.80E-14	5.17E-14	0.780610401	0.752286579	2.51E-06	0.000442157	-0.051074902	-0.021047302	0.53255814	0	1	TRUE
Other	HNSC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	-0.254594744	4.89E-09	-0.172147002	4.88E-09	1.41E-06	1.40E-06	0.780610401	0.752286579	4.19E-07	9.86E-05	-0.129977215	-0.05739804	0.53255814	0	0.93	TRUE
Other	HNSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	-0.578246679	0	-0.409473258	4.90E-44	0	3.08E-40	0.780610401	0.752286579	5.73E-22	4.04E-19	-0.483243431	-0.319861977	0.53255814	0	1	TRUE
Other	HNSC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	-0.366460084	5.38E-19	-0.24977134	2.07E-17	4.90E-16	1.88E-14	0.780610401	0.752286579	1.01E-23	1.43E-20	-0.47594718	-0.320479021	0.53255814	0	0.99	TRUE
Other	HNSC	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	-0.389625065	0	-0.268049121	8.16E-20	0	1.05E-16	0.780610401	0.752286579	6.42E-20	3.02E-17	-0.205941134	-0.133193776	0.53255814	0	1	TRUE
Other	HNSC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae.g__Wolbachia	0.337890028	3.74E-15	0.2275951	1.03E-14	2.78E-12	7.42E-12	0.780610401	0.752286579	0.00011684	0.014987431	0.050670143	0.155612005	0.53255814	0	0.87	TRUE
Other	HNSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Luteimonas	-0.130997378	0.002862106	-0.087550418	0.002923175	0.054795552	0.054903153	0.780610401	0.752286579	1.03E-08	2.90E-06	-0.168901517	-0.082759172	0.53255814	0	0.95	TRUE
Other	HNSC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	-0.15743512	0.000331531	-0.105378376	0.000341366	0.012576465	0.012700513	0.780610401	0.752286579	1.25E-06	0.000252632	-0.121512156	-0.051537104	0.53255814	0	0.7	TRUE
Other	HNSC	k__Bacteria.p__Tenericutes.c__Mollicutes.o__Mycoplasmatales.f__Mycoplasmataceae.g__Ureaplasma	-0.208934913	1.74E-06	-0.138395334	2.55E-06	0.000230391	0.000321411	0.780610401	0.752286579	0.000207377	0.020107974	-0.1456502	-0.044952413	0.53255814	0	0.69	TRUE
Plasma_B_cells	HNSC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.2716213	4.01E-10	0.182028099	6.13E-10	1.55E-07	2.25E-07	0.719731175	0.677190371	0.000769587	0.090490619	0.022916872	0.086920929	1.135151707	0	0.71	TRUE
Plasma_B_cells	HNSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.424244364	0	0.289805527	6.81E-23	0	1.20E-19	0.719731175	0.677190371	1.99E-05	0.005621208	0.204851369	0.553100175	1.135151707	0	1	TRUE
Plasma_B_cells	HNSC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.419025904	0	0.290180379	6.00E-23	0	1.13E-19	0.719731175	0.677190371	3.95E-62	5.57E-59	1.240514201	1.57189576	1.135151707	0	1	TRUE
T_cells	HNSC	k__Viruses.f__Papillomaviridae.g__Alphapapillomavirus	0.217673102	6.20E-07	0.146417165	6.47E-07	9.78E-05	0.000102847	0.765358674	0.727921519	8.85E-06	0.001561479	0.018320681	0.047238112	0.648467729	0	0.99	TRUE
T_cells	HNSC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.431783577	0	0.308982952	8.41E-26	0	1.98E-22	0.765358674	0.727921519	1.10E-15	7.76E-13	0.056479692	0.093042705	0.648467729	0	1	TRUE
T_cells	HNSC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.328856588	2.25E-14	0.222437137	4.01E-14	1.53E-11	2.76E-11	0.765358674	0.727921519	3.45E-15	1.62E-12	0.13332501	0.221700812	0.648467729	0	1	TRUE
T_cells	HNSC	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Kurthia	0.398521127	0	0.272517356	1.99E-20	0	2.74E-17	0.765358674	0.727921519	2.86E-06	0.000576755	0.1706371	0.41649929	0.648467729	0	0.85	TRUE
T_cells	HNSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.60702619	0	0.428065914	5.82E-48	0	1.09E-43	0.765358674	0.727921519	1.23E-32	1.74E-29	0.504295947	0.703236856	0.648467729	0	1	TRUE
T_cells	HNSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Luteimonas	0.136284614	0.001913213	0.090339316	0.002136994	0.041534798	0.044803836	0.765358674	0.727921519	8.54E-07	0.000200823	0.079275711	0.184166664	0.648467729	0	0.69	TRUE
T_cells	HNSC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.182677099	3.02E-05	0.122441636	3.16E-05	0.002333249	0.002448956	0.765358674	0.727921519	0.000528263	0.049691917	0.032735721	0.117940621	0.648467729	0	0.64	TRUE
T_helpers	HNSC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.207601906	1.93E-06	0.137068872	3.18E-06	0.000250043	0.000392269	0.448767349	0.392230667	7.66E-12	1.08E-08	0.093409112	0.168367436	0.256770683	0	0.96	TRUE
Tregs	HNSC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.380626361	0	0.267764233	8.92E-20	0	1.12E-16	0.637429919	0.581462726	9.13E-09	4.29E-06	0.053043865	0.107961216	0.973993314	0	0.97	TRUE
Tregs	HNSC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.296612056	7.39E-12	0.199841063	1.10E-11	3.73E-09	5.50E-09	0.637429919	0.581462726	1.48E-09	1.05E-06	0.138366038	0.271105781	0.973993314	0	1	TRUE
Tregs	HNSC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae.g__Luteibacter	0.603269913	0	0.423912555	4.54E-47	0	5.12E-43	0.637429919	0.581462726	3.80E-17	5.36E-14	0.492357143	0.791164789	0.973993314	0	1	TRUE
B_cells	KIRC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.131542005	0.002450792	0.087815776	0.002532707	0.064303932	0.06572228	0.445669705	0.416959371	1.88E-25	2.66E-22	0.440786774	0.644877018	0.670958916	0	0.87	TRUE
B_cells	KIRC	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Algibacter	-0.167380199	0.000112136	-0.112061064	0.000116627	0.013157945	0.013975423	0.445669705	0.416959371	1.10E-05	0.003116904	-0.163288494	-0.062577406	0.670958916	0	0.7	TRUE
CD4_T_cells	KIRC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cytophagaceae.g__Rhodonellum	-0.165252653	0.000137243	-0.112920318	0.000103321	0.014924835	0.012930073	0.236373661	0.22163184	1.80E-05	0.012674402	-0.304793062	-0.113592164	0.955592481	0	0.78	TRUE
CD4_T_cells	KIRC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Erythrobacteraceae.g__Erythrobacter	-0.145593485	0.000792284	-0.098298677	0.000725192	0.039718919	0.038682279	0.236373661	0.22163184	9.04E-05	0.031880856	-0.278108849	-0.092549635	0.955592481	0	0.73	TRUE
CD8_T_cells	KIRC	k__Viruses.f__Papillomaviridae.g__Alphapapillomavirus	0.168598475	9.98E-05	0.1142092	8.60E-05	0.012367145	0.011532053	0.596201318	0.546370842	1.08E-06	0.000509926	0.049311136	0.115605017	0.789869548	0	0.8	TRUE
CD8_T_cells	KIRC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.24421114	1.42E-08	0.16623704	1.09E-08	1.67E-05	1.31E-05	0.596201318	0.546370842	9.79E-07	0.000509926	0.032423401	0.075715907	0.789869548	0	0.95	TRUE
CD8_T_cells	KIRC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.286615414	2.28E-11	0.195007733	2.01E-11	1.17E-07	1.03E-07	0.596201318	0.546370842	2.64E-26	3.73E-23	0.267685902	0.388976237	0.789869548	0	1	TRUE
CD8_T_cells	KIRC	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	-0.15122695	0.000489494	-0.103239388	0.000385574	0.031252316	0.027633109	0.596201318	0.546370842	0.000222052	0.05221932	-0.137252916	-0.042069527	0.789869548	0	0.82	TRUE
CD8_T_cells	KIRC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.199239398	4.06E-06	0.137824368	2.15E-06	0.001264758	0.000787089	0.596201318	0.546370842	7.56E-05	0.021333642	0.040079321	0.118712757	0.789869548	0	0.86	TRUE
CD8_T_cells_PD1_high	KIRC	k__Viruses.f__Papillomaviridae.g__Alphapapillomavirus	0.173123178	6.42E-05	0.11738844	5.43E-05	0.009413446	0.008572818	0.552390345	0.511698558	1.93E-06	0.000908394	0.049439997	0.118642106	0.82452011	0	0.88	TRUE
CD8_T_cells_PD1_high	KIRC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.247426372	9.04E-09	0.168814802	6.45E-09	1.13E-05	8.67E-06	0.552390345	0.511698558	6.10E-07	0.000430323	0.034909775	0.080101468	0.82452011	0	0.93	TRUE
CD8_T_cells_PD1_high	KIRC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.27601927	1.26E-10	0.187589506	1.12E-10	3.83E-07	3.50E-07	0.552390345	0.511698558	1.19E-24	1.69E-21	0.267733167	0.394344354	0.82452011	0	1	TRUE
CD8_T_cells_PD1_high	KIRC	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	-0.170302312	8.46E-05	-0.116156843	6.50E-05	0.011160603	0.009806377	0.552390345	0.511698558	3.48E-05	0.009823788	-0.154603117	-0.055244155	0.82452011	0	0.86	TRUE
CD8_T_cells_PD1_high	KIRC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.200790352	3.40E-06	0.138941399	1.78E-06	0.001122805	0.000677112	0.552390345	0.511698558	7.04E-05	0.016563239	0.042190968	0.124273952	0.82452011	0	0.78	TRUE
CD8_T_cells_PD1_low	KIRC	k__Viruses.f__Papillomaviridae.g__Alphapapillomavirus	0.150052852	0.000541913	0.100704588	0.000534976	0.033029777	0.032891089	0.534864748	0.491529166	3.24E-05	0.012688302	0.032778473	0.091291076	0.69715821	0	0.72	TRUE
CD8_T_cells_PD1_low	KIRC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.226974582	1.42E-07	0.154422295	1.10E-07	0.000102905	8.26E-05	0.534864748	0.491529166	9.06E-06	0.006391804	0.024160227	0.062371253	0.69715821	0	0.92	TRUE
CD8_T_cells_PD1_low	KIRC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.296169915	4.56E-12	0.202497565	3.33E-12	3.22E-08	2.35E-08	0.534864748	0.491529166	3.79E-22	5.35E-19	0.21074024	0.317794061	0.69715821	0	1	TRUE
CD8_T_cells_PD1_low	KIRC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Acetobacteraceae.g__Acetobacter	-0.128352064	0.003122475	-0.085610357	0.003244502	0.070499753	0.07278207	0.534864748	0.491529166	3.60E-05	0.012688302	-0.388212609	-0.138411782	0.69715821	0	0.66	TRUE
Endothelium	KIRC	k__Viruses.f__Togaviridae.g__Alphavirus	0.217741086	4.56E-07	0.14863665	3.21E-07	0.000256555	0.000190581	0.837860056	0.801369163	4.02E-08	1.13E-05	0.065467015	0.138161275	0.472554473	0	0.63	TRUE
Endothelium	KIRC	k__Viruses.f__Retroviridae.g__Gammaretrovirus	0.441028819	0	0.303918199	1.46E-25	0	2.75E-21	0.837860056	0.801369163	3.62E-16	2.55E-13	0.084580202	0.138135308	0.472554473	0	1	TRUE
Endothelium	KIRC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Pararhodospirillum	-0.199858385	3.78E-06	-0.134373031	3.83E-06	0.001219642	0.001228604	0.837860056	0.801369163	7.90E-09	2.79E-06	-0.133811669	-0.065959515	0.472554473	0	1	TRUE
Endothelium	KIRC	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.535986132	0	0.380821447	3.53E-39	0	1.99E-34	0.837860056	0.801369163	9.75E-54	1.38E-50	0.195731489	0.252676761	0.472554473	0	1	TRUE
Endothelium	KIRC	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Catellicoccus	-0.205040093	2.09E-06	-0.138110787	2.05E-06	0.000759745	0.000754617	0.837860056	0.801369163	2.49E-07	5.87E-05	-0.195090063	-0.087653933	0.472554473	0	0.83	TRUE
Endothelium	KIRC	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Riemerella	0.206163203	1.83E-06	0.138354242	1.96E-06	0.000698064	0.000733588	0.837860056	0.801369163	0.000264794	0.024908306	0.068013612	0.225999518	0.472554473	0	0.63	TRUE
Fibroblasts	KIRC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Ferrimonadaceae.g__Ferrimonas	-0.144851771	0.0008431	-0.096537206	0.000902424	0.041163111	0.043053926	0.492802632	0.452351309	2.31E-05	0.010881204	-0.166063078	-0.060938503	0.635126568	0	0.85	TRUE
Fibroblasts	KIRC	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Lysobacter	0.238461757	3.12E-08	0.160322507	3.53E-08	2.98E-05	3.22E-05	0.492802632	0.452351309	5.24E-13	7.40E-10	0.19118056	0.333684331	0.635126568	0	0.96	TRUE
Fibroblasts	KIRC	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	0.303792634	1.21E-12	0.206435814	1.26E-12	9.76E-09	1.19E-08	0.492802632	0.452351309	2.49E-09	1.76E-06	0.113995423	0.225651236	0.635126568	0	1	TRUE
Lymphocytes	KIRC	k__Viruses.f__Mimiviridae.g__Cafeteriavirus	-0.149245721	0.000580925	-0.100819156	0.000527197	0.03380647	0.03251911	0.568864323	0.529670171	0.000294219	0.034176617	-0.174801484	-0.052010762	0.645447372	0	0.79	TRUE
Lymphocytes	KIRC	k__Viruses.f__Papillomaviridae.g__Alphapapillomavirus	0.164314931	0.000149909	0.111330698	0.000129191	0.015785246	0.014820215	0.568864323	0.529670171	7.66E-06	0.002160678	0.034751268	0.088923772	0.645447372	0	0.73	TRUE
Lymphocytes	KIRC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.256704209	2.39E-09	0.175044395	1.76E-09	3.85E-06	3.00E-06	0.568864323	0.529670171	8.77E-09	6.19E-06	0.034230479	0.06960725	0.645447372	0	0.93	TRUE
Lymphocytes	KIRC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.256514363	2.46E-09	0.175459701	1.61E-09	3.85E-06	2.84E-06	0.568864323	0.529670171	2.82E-21	3.97E-18	0.189870332	0.28898357	0.645447372	0	1	TRUE
Lymphocytes	KIRC	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Apibacter	-0.160476902	0.000214104	-0.109053675	0.000177048	0.019238473	0.01803718	0.568864323	0.529670171	5.28E-07	0.000245361	-0.218069985	-0.095531367	0.645447372	0	0.79	TRUE
Lymphocytes	KIRC	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Hyphomonas	0.210170651	1.14E-06	0.146717649	4.54E-07	0.000491522	0.000247628	0.568864323	0.529670171	2.23E-05	0.00449618	0.037382217	0.101638073	0.645447372	0	0.86	TRUE
Macrophages	KIRC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Micromonospora	0.187922291	1.41E-05	0.124763705	1.79E-05	0.003224427	0.003880226	0.427836734	0.382204081	1.92E-06	0.000678009	0.061080794	0.14654697	0.59647532	0	0.66	TRUE
Macrophages	KIRC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.281764519	5.03E-11	0.193776136	2.68E-11	2.03E-07	1.26E-07	0.427836734	0.382204081	7.95E-07	0.000561031	0.024824936	0.057517564	0.59647532	0	0.96	TRUE
Macrophages	KIRC	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.22676982	1.46E-07	0.153505757	1.30E-07	0.000104315	9.32E-05	0.427836734	0.382204081	1.65E-06	0.000678009	0.12574603	0.299759442	0.59647532	0	0.9	TRUE
Macrophages	KIRC	k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter	0.237190304	3.70E-08	0.159305723	4.31E-08	3.43E-05	3.69E-05	0.427836734	0.382204081	3.30E-09	4.66E-06	0.130662275	0.260140533	0.59647532	0	0.96	TRUE
Macrophages	KIRC	k__Archaea.p__Thaumarchaeota.g__Candidatus_Nitrosopelagicus	0.269229298	3.64E-10	0.179999427	6.04E-10	9.02E-07	1.30E-06	0.427836734	0.382204081	0.00019455	0.045751738	0.046852019	0.150846276	0.59647532	0	0.69	TRUE
Macrophages	KIRC	k__Bacteria.p__Tenericutes.c__Mollicutes.o__Entomoplasmatales.f__Entomoplasmataceae.g__Entomoplasma	0.249392605	6.85E-09	0.166795555	9.74E-09	9.20E-06	1.19E-05	0.427836734	0.382204081	5.73E-05	0.016179865	0.044877781	0.130127554	0.59647532	0	0.91	TRUE
Macrophages_M1	KIRC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Micromonospora	0.174634817	5.53E-05	0.11786103	5.07E-05	0.008548728	0.008240341	0.096317099	0.080646298	3.90E-05	0.035034753	0.046991465	0.132523814	0.59693715	0	0.74	TRUE
Macrophages_M1	KIRC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.229142983	1.07E-07	0.155596609	8.79E-08	8.08E-05	6.80E-05	0.096317099	0.080646298	8.30E-05	0.039021861	0.016490327	0.049208268	0.59693715	0	0.86	TRUE
Macrophages_M1	KIRC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.226056153	1.60E-07	0.149023314	2.99E-07	0.000109813	0.000180915	0.096317099	0.080646298	4.97E-05	0.035034753	0.049042614	0.140706747	0.59693715	0	0.88	TRUE
Macrophages_M2	KIRC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Micromonospora	0.169977335	8.73E-05	0.112863035	0.000104162	0.011358037	0.013006412	0.489668513	0.445565792	7.71E-06	0.002492865	0.061401037	0.157171214	0.66838778	0	0.6	TRUE
Macrophages_M2	KIRC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.268481503	4.08E-10	0.183565332	2.76E-10	9.61E-07	6.76E-07	0.489668513	0.445565792	1.47E-06	0.000693362	0.026679282	0.06331341	0.66838778	0	0.93	TRUE
Macrophages_M2	KIRC	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.229586391	1.01E-07	0.156441542	7.48E-08	7.84E-05	6.10E-05	0.489668513	0.445565792	6.21E-07	0.000438065	0.150457061	0.345449936	0.66838778	0	0.87	TRUE
Macrophages_M2	KIRC	k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter	0.251943617	4.76E-09	0.170805408	4.28E-09	6.72E-06	6.19E-06	0.489668513	0.445565792	2.37E-10	3.35E-07	0.16193039	0.30701885	0.66838778	0	0.97	TRUE
Macrophages_M2	KIRC	k__Archaea.p__Thaumarchaeota.g__Candidatus_Nitrosopelagicus	0.292637327	8.32E-12	0.196339577	1.47E-11	5.22E-08	9.17E-08	0.489668513	0.445565792	8.83E-06	0.002492865	0.073843146	0.190375193	0.66838778	0	0.95	TRUE
Macrophages_M2	KIRC	k__Bacteria.p__Tenericutes.c__Mollicutes.o__Entomoplasmatales.f__Entomoplasmataceae.g__Entomoplasma	0.25722803	2.21E-09	0.173139715	2.63E-09	3.74E-06	4.12E-06	0.489668513	0.445565792	4.73E-05	0.011111662	0.051392506	0.14692019	0.66838778	0	0.91	TRUE
Monocytes	KIRC	k__Viruses.f__Retroviridae.g__Gammaretrovirus	0.142136771	0.00105595	0.093673025	0.001278267	0.045643584	0.051166931	0.366884146	0.319174804	0.000101408	0.071543293	0.03508797	0.10645569	0.629727729	0	0.65	TRUE
Monocytes	KIRC	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.178447312	3.77E-05	0.120653606	3.35E-05	0.006483639	0.006130541	0.366884146	0.319174804	5.50E-09	7.76E-06	0.074943762	0.150829228	0.629727729	0	0.92	TRUE
NK_cells	KIRC	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	0.218134235	4.34E-07	0.145815432	5.34E-07	0.000247389	0.000281497	0.279830065	0.250000541	2.58E-11	3.64E-08	0.103549582	0.189750035	0.715325581	0	1	TRUE
Other	KIRC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	-0.219989657	3.45E-07	-0.15006874	2.47E-07	0.000204751	0.000158342	0.668684481	0.617210954	0.000299667	0.035235836	-0.040476252	-0.012019159	0.519198181	0	0.79	TRUE
Other	KIRC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	-0.279325777	7.45E-11	-0.186830498	1.33E-10	2.80E-07	3.94E-07	0.668684481	0.617210954	9.56E-14	1.35E-10	-0.191324667	-0.11159793	0.519198181	0	0.97	TRUE
Other	KIRC	k__Bacteria.p__Fibrobacteres.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__Chitinivibrio	-0.207099709	1.64E-06	-0.143466804	8.10E-07	0.000638491	0.000379553	0.668684481	0.617210954	3.70E-05	0.00871065	-0.097125568	-0.034559487	0.519198181	0	0.62	TRUE
Other	KIRC	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Collimonas	-0.236600093	4.01E-08	-0.164160509	1.66E-08	3.62E-05	1.76E-05	0.668684481	0.617210954	0.000499925	0.04702625	-0.126688081	-0.035412582	0.519198181	0	0.87	TRUE
Other	KIRC	k__Bacteria.p__Tenericutes.c__Mollicutes.o__Entomoplasmatales.f__Entomoplasmataceae.g__Entomoplasma	-0.212831583	8.29E-07	-0.143824827	7.60E-07	0.000400038	0.000369822	0.668684481	0.617210954	2.29E-07	8.09E-05	-0.135044098	-0.060838971	0.519198181	0	0.87	TRUE
Plasma_B_cells	KIRC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Terrabacter	0.149083597	0.00058907	0.099515953	0.000622238	0.034029778	0.035982705	0.275584082	0.257297855	5.90E-20	8.33E-17	0.715820039	1.106288971	1.283690028	0	0.97	TRUE
Plasma_B_cells	KIRC	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Phycicoccus	0.136639651	0.001646286	0.093243398	0.001345745	0.05530736	0.052345864	0.275584082	0.257297855	6.70E-06	0.004730073	0.124549889	0.316546328	1.283690028	0	0.81	TRUE
T_cells	KIRC	k__Viruses.f__Mimiviridae.g__Cafeteriavirus	-0.14233829	0.00103859	-0.095935728	0.000971611	0.045405111	0.044912141	0.539439677	0.505740141	7.08E-05	0.009989133	-0.214212763	-0.072696005	0.743880464	0	0.84	TRUE
T_cells	KIRC	k__Viruses.f__Papillomaviridae.g__Alphapapillomavirus	0.156170904	0.000316407	0.105616658	0.000281766	0.024156455	0.023318023	0.539439677	0.505740141	2.38E-05	0.006309668	0.036083996	0.098518006	0.743880464	0	0.67	TRUE
T_cells	KIRC	k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Flammeovirgaceae.g__Flammeovirga	0.276396126	1.19E-10	0.188549006	8.98E-11	3.83E-07	3.20E-07	0.539439677	0.505740141	8.19E-10	5.78E-07	0.043489837	0.084261696	0.743880464	0	1	TRUE
T_cells	KIRC	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.269589293	3.44E-10	0.184352982	2.31E-10	9.02E-07	6.53E-07	0.539439677	0.505740141	2.10E-21	2.96E-18	0.219720455	0.333948825	0.743880464	0	1	TRUE
T_cells	KIRC	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Apibacter	-0.144835396	0.000844255	-0.097811766	0.000770639	0.041183883	0.039648923	0.539439677	0.505740141	4.29E-06	0.002018834	-0.236221892	-0.094995685	0.743880464	0	0.66	TRUE
